number,name,ligand / staining,Repeat,length,TB/UB,orig_number
638,RF#hg#MR1s5#R#cpmg#6271#10,cpmg,10,long,tb,500
637,RF#hg#MR1s5#R#cpmg#6271#UB,cpmg,10,long,ub,501
636,RF#hg#MR1s5#R#keta#6242#10,keta,10,long,tb,502
635,RF#hg#MR1s5#R#keta#6242#UB,keta,10,long,ub,503
634,spare; in freezer,,10,long,,504
633,spare; in freezer,,10,long,,505
632,lost sectioning,,10,long,,506
631,lost sectioning,,10,long,,507
630,lost sectioning,,10,long,,508
629,lost sectioning,,10,long,,509
628,lost sectioning,,10,long,,510
627,lost sectioning,,10,long,,511
626,lost sectioning,,10,long,,512
625,lost sectioning,,10,long,,513
624,lost sectioning,,10,long,,514
623,lost sectioning,,10,long,,515
622,lost sectioning,,10,long,,516
621,damg; not digitized,,10,long,,517
620,damg (ub); not digitized,,10,long,,518
619,spare; in freezer,,10,long,,519
618,spare; in freezer,,10,long,,520
617,dpdp; not digitized,,10,long,,521
616,dpdp (ub); not digitized,,10,long,,522
615,RF#HG#MR1S5#R#pire#9529#10,pire,10,long,tb,523
614,RF#HG#MR1S5#R#pire#9529#UB,pire,10,long,tb,524
613,spare; in freezer,,10,long,,525
612,spare; in freezer,,10,long,,526
611,spare; in freezer,,10,long,,527
610,spare; in freezer,,10,long,,528
609,spare; in freezer,,10,long,,529
608,spare; in freezer,,10,long,,530
607,spare; in freezer,,10,long,,531
606,spare; in freezer,,10,long,,532
605,spare; in freezer,,10,long,,533
604,spare; in freezer,,10,long,,534
603,lost sectioning,,10,long,,535
602,RF#hg#MR1s5#R#ampa#6215#11,ampa,11,short,tb,536
601,RF#hg#MR1s5#R#kain#6219#11,kain,11,short,tb,537
600,RF#hg#MR1s5#R#mk80#6223#11,mk80,11,short,tb,538
599,RF#hg#MR1s5#R#musc#6226#11,musc,11,short,tb,539
598,RF#hg#MR1s5#R#cgp5#6283#11,cgp5,11,short,tb,540
597,RF#hg#MR1s5#R#flum#6286#11,flum,11,short,tb,541
596,cell body stain - section 13,AG,11,short,,542
595,lost sectioning,,11,short,,543
594,RF#hg#MR1s5#R#oxot#6234#11,oxot,11,short,tb,544
593,RF#hg#MR1s5#R#damp#6291#11,damp,11,short,tb,545
592,myelin stain - section 20,MS,11,short,,546
591,RF#hg#MR1s5#R#epib#6262#11,epib,11,short,tb,547
590,RF#hg#MR1s5#R#praz#6246#11,praz,11,short,tb,548
589,RF#hg#MR1s5#R#uk14#6250#11,uk14,11,short,tb,549
588,spare; in freezer,,11,short,,550
587,RF#hg#MR1s5#R#dpat#6238#11,dpat,11,short,tb,551
586,RF#hg#MR1s5#R#sr95#6302#11,sr95,11,short,tb,552
585,cell body stain - section 32,AG,11,short,,553
584,RF#hg#MR1s5#R#sch2#6258#11,sch2,11,short,tb,554
583,RF#hg#MR1s5#R#rx82#6254#11,rx82,11,short,tb,555
582,RF#hg#MR1s5#R#afdx#6295#11,afdx,11,short,tb,556
581,RF#hg#MR1s5#R#dpog#6274#11,dpog,11,short,tb,557
580,myelin stain - section 41,MS,11,short,,558
579,RF#hg#MR1s5#R#dpmg#6278#11,dpmg,11,short,tb,559
578,spare; in freezer,,11,short,,560
577,RF#hg#MR1s5#R#ly34#6298#11,ly34,11,short,tb,561
576,RF#hg#MR1s5#R#cpog#6267#11,cpog,11,short,tb,562
575,RF#hg#MR1s5#R#cpmg#6271#11,cpmg,11,short,tb,563
574,RF#hg#MR1s5#R#keta#6242#11,keta,11,short,tb,564
573,lost sectioning,,11,short,,565
572,spare; in freezer,,11,short,,566
571,damg; not digitized,,11,short,,567
570,spare; in freezer,,11,short,,568
569,dpdp; not digitized,,11,short,,569
568,RF#HG#MR1S5#R#pire#9530#11,pire,11,short,tb,570
567,spare; in freezer,,11,short,,571
566,spare; in freezer,,11,short,,572
565,spare; in freezer,,11,short,,573
564,spare; in freezer,,11,short,,574
563,spare; in freezer,,11,short,,575
562,lost sectioning,,11,short,,576
561,lost sectioning,,11,short,,577
560,RF#hg#MR1s5#R#ampa#6215#12,ampa,12,short,tb,578
559,RF#hg#MR1s5#R#kain#6219#12,kain,12,short,tb,579
558,RF#hg#MR1s5#R#mk80#6223#12,mk80,12,short,tb,580
557,RF#hg#MR1s5#R#musc#6226#12,musc,12,short,tb,581
556,RF#hg#MR1s5#R#cgp5#6283#12,cgp5,12,short,tb,582
555,RF#hg#MR1s5#R#flum#6286#12,flum,12,short,tb,583
554,cell body stain - section 13,AG,12,short,,584
553,lost sectioning,,12,short,,585
552,RF#hg#MR1s5#R#oxot#6234#12,oxot,12,short,tb,586
551,RF#hg#MR1s5#R#damp#6291#12,damp,12,short,tb,587
550,myelin stain - section 20,MS,12,short,,588
549,RF#hg#MR1s5#R#epib#6262#12,epib,12,short,tb,589
548,RF#hg#MR1s5#R#praz#6246#12,praz,12,short,tb,590
547,RF#hg#MR1s5#R#uk14#6250#12,uk14,12,short,tb,591
546,spare; in freezer,,12,short,,592
545,RF#hg#MR1s5#R#dpat#6238#12,dpat,12,short,tb,593
544,RF#hg#MR1s5#R#sr95#6302#12,sr95,12,short,tb,594
543,cell body stain - section 32,AG,12,short,,595
542,RF#hg#MR1s5#R#sch2#6258#12,sch2,12,short,tb,596
541,RF#hg#MR1s5#R#rx82#6254#12,rx82,12,short,tb,597
540,RF#hg#MR1s5#R#afdx#6295#12,afdx,12,short,tb,598
539,RF#hg#MR1s5#R#dpog#6274#12,dpog,12,short,tb,599
538,myelin stain - section 41,MS,12,short,,600
537,RF#hg#MR1s5#R#dpmg#6278#12,dpmg,12,short,tb,601
536,spare; in freezer,,12,short,,602
535,RF#hg#MR1s5#R#ly34#6298#12,ly34,12,short,tb,603
534,RF#hg#MR1s5#R#cpog#6267#12,cpog,12,short,tb,604
533,RF#hg#MR1s5#R#cpmg#6271#12,cpmg,12,short,tb,605
532,RF#hg#MR1s5#R#keta#6242#12,keta,12,short,tb,606
531,spare; in freezer,,12,short,,607
530,damg; not digitized,,12,short,,608
529,spare; in freezer,,12,short,,609
528,dpdp; not digitized,,12,short,,610
527,RF#HG#MR1S5#R#pire#9530#12,pire,12,short,tb,611
526,spare; in freezer,,12,short,,612
525,spare; in freezer,,12,short,,613
524,spare; in freezer,,12,short,,614
523,spare; in freezer,,12,short,,615
522,spare; in freezer,,12,short,,616
521,lost sectioning,,12,short,,617
520,lost sectioning,,12,short,,618
519,RF#hg#MR1s5#R#ampa#6216#13,ampa,13,short,tb,619
518,RF#hg#MR1s5#R#kain#6219#13,kain,13,short,tb,620
517,RF#hg#MR1s5#R#mk80#6223#13,mk80,13,short,tb,621
516,RF#hg#MR1s5#R#musc#6226#13,musc,13,short,tb,622
515,lost sectioning,,13,short,,623
514,RF#hg#MR1s5#R#flum#6286#13,flum,13,short,tb,624
513,cell body stain - section 13,AG,13,short,,625
512,RF#hg#MR1s5#R#oxot#6234#13,oxot,13,short,tb,626
511,RF#hg#MR1s5#R#damp#6291#13,damp,13,short,tb,627
510,RF#hg#MR1s5#R#cgp5#6283#13,cgp5,13,short,tb,628
509,myelin stain - section 20,MS,13,short,,629
508,RF#hg#MR1s5#R#epib#6262#13,epib,13,short,tb,630
507,RF#hg#MR1s5#R#praz#6246#13,praz,13,short,tb,631
506,RF#hg#MR1s5#R#uk14#6250#13,uk14,13,short,tb,632
505,spare; in freezer,,13,short,,633
504,RF#hg#MR1s5#R#dpat#6238#13,dpat,13,short,tb,634
503,RF#hg#MR1s5#R#sr95#6302#13,sr95,13,short,tb,635
502,cell body stain - section 32,AG,13,short,,636
501,RF#hg#MR1s5#R#sch2#6258#13,sch2,13,short,tb,637
500,RF#hg#MR1s5#R#rx82#6254#13,rx82,13,short,tb,638
499,lost sectioning,,13,short,,639
498,RF#hg#MR1s5#R#afdx#6295#13,afdx,13,short,tb,640
497,RF#hg#MR1s5#R#dpog#6274#13,dpog,13,short,tb,641
496,lost sectioning,,13,short,,642
495,lost sectioning,,13,short,,643
494,lost sectioning,,13,short,,644
493,myelin stain - section 41,MS,13,short,,645
492,RF#hg#MR1s5#R#dpmg#6278#13,dpmg,13,short,tb,646
491,spare; in freezer,,13,short,,647
490,RF#hg#MR1s5#R#ly34#6298#13,ly34,13,short,tb,648
489,lost sectioning,,13,short,,649
488,RF#hg#MR1s5#R#cpmg#6272#13,cpmg,13,short,tb,650
487,RF#hg#MR1s5#R#keta#6242#13,keta,13,short,tb,651
486,spare; in freezer,,13,short,,652
485,damg; not digitized,,13,short,,653
484,spare; in freezer,,13,short,,654
483,dpdp; not digitized,,13,short,,655
482,RF#HG#MR1S5#R#pire#9530#13,pire,13,short,tb,656
481,spare; in freezer,,13,short,,657
480,spare; in freezer,,13,short,,658
479,spare; in freezer,,13,short,,659
478,spare; in freezer,,13,short,,660
477,spare; in freezer,,13,short,,661
476,lost sectioning,,13,short,,662
475,lost sectioning,,13,short,,663
474,RF#hg#MR1s5#R#ampa#6216#14,ampa,14,short,tb,664
473,RF#hg#MR1s5#R#kain#6220#14,kain,14,short,tb,665
472,RF#hg#MR1s5#R#mk80#6224#14,mk80,14,short,tb,666
471,RF#hg#MR1s5#R#musc#6226#14,musc,14,short,tb,667
470,RF#hg#MR1s5#R#cgp5#6284#14,cgp5,14,short,tb,668
469,RF#hg#MR1s5#R#flum#6286#14,flum,14,short,tb,669
468,cell body stain - section 13,AG,14,short,,670
467,lost sectioning,,14,short,,671
466,RF#hg#MR1s5#R#oxot#6234#14,oxot,14,short,tb,672
465,RF#hg#MR1s5#R#damp#6292#14,damp,14,short,tb,673
464,lost sectioning,,14,short,,674
463,myelin stain - section 20,MS,14,short,,675
462,RF#hg#MR1s5#R#epib#6262#14,epib,14,short,tb,676
461,RF#hg#MR1s5#R#praz#6246#14,praz,14,short,tb,677
460,RF#hg#MR1s5#R#uk14#6250#14,uk14,14,short,tb,678
459,RF#hg#MR1s5#R#cpog#6268#13,cpog,14,short,tb,679
458,spare; in freezer,,14,short,,680
457,RF#hg#MR1s5#R#dpat#6238#14,dpat,14,short,tb,681
456,lost sectioning,,14,short,,682
455,RF#hg#MR1s5#R#sr95#6302#14,sr95,14,short,tb,683
454,cell body stain - section 32,AG,14,short,,684
453,RF#hg#MR1s5#R#sch2#6258#14,sch2,14,short,tb,685
452,RF#hg#MR1s5#R#rx82#6254#14,rx82,14,short,tb,686
451,RF#hg#MR1s5#R#afdx#6296#14,afdx,14,short,tb,687
450,RF#hg#MR1s5#R#dpog#6274#14,dpog,14,short,tb,688
449,myelin stain - section 41,MS,14,short,,689
448,RF#hg#MR1s5#R#dpmg#6278#14,dpmg,14,short,tb,690
447,spare; in freezer,,14,short,,691
446,RF#hg#MR1s5#R#ly34#6298#14,ly34,14,short,tb,692
445,lost sectioning,,14,short,,693
444,RF#hg#MR1s5#R#cpog#6268#14,cpog,14,short,tb,694
443,RF#hg#MR1s5#R#cpmg#6272#14,cpmg,14,short,tb,695
442,lost sectioning,,14,short,,696
441,lost sectioning,,14,short,,697
440,RF#hg#MR1s5#R#keta#6242#14,keta,14,short,tb,698
439,spare; in freezer,,14,short,,699
438,damg; not digitized,,14,short,,700
437,spare; in freezer,,14,short,,701
436,dpdp; not digitized,,14,short,,702
435,RF#HG#MR1S5#R#pire#9530#14,pire,14,short,tb,703
434,spare; in freezer,,14,short,,704
433,spare; in freezer,,14,short,,705
432,spare; in freezer,,14,short,,706
431,spare; in freezer,,14,short,,707
430,spare; in freezer,,14,short,,708
429,lost sectioning,,14,short,,709
428,RF#hg#MR1s5#R#ampa#6216#15,ampa,15,short,tb,710
427,RF#hg#MR1s5#R#kain#6220#15,kain,15,short,tb,711
426,RF#hg#MR1s5#R#mk80#6224#15,mk80,15,short,tb,712
425,RF#hg#MR1s5#R#musc#6227#15,musc,15,short,tb,713
424,RF#hg#MR1s5#R#cgp5#6284#15,cgp5,15,short,tb,714
423,RF#hg#MR1s5#R#flum#6287#15,flum,15,short,tb,715
422,cell body stain - section 13,AG,15,short,,716
421,lost sectioning,,15,short,,717
420,RF#hg#MR1s5#R#oxot#6235#15,oxot,15,short,tb,718
419,RF#hg#MR1s5#R#damp#6292#15,damp,15,short,tb,719
418,myelin stain - section 20,MS,15,short,,720
417,RF#hg#MR1s5#R#epib#6263#15,epib,15,short,tb,721
416,RF#hg#MR1s5#R#praz#6247#15,praz,15,short,tb,722
415,RF#hg#MR1s5#R#uk14#6251#15,uk14,15,short,tb,723
414,lost sectioning,,15,short,,724
413,spare; in freezer,,15,short,,725
412,lost sectioning,,15,short,,726
411,RF#hg#MR1s5#R#dpat#6239#15,dpat,15,short,tb,727
410,RF#hg#MR1s5#R#sr95#6303#15,sr95,15,short,tb,728
409,cell body stain - section 32,AG,15,short,,729
408,RF#hg#MR1s5#R#sch2#6259#15,sch2,15,short,tb,730
407,RF#hg#MR1s5#R#rx82#6255#15,rx82,15,short,tb,731
406,RF#hg#MR1s5#R#afdx#6296#15,afdx,15,short,tb,732
405,RF#hg#MR1s5#R#dpog#6275#15,dpog,15,short,tb,733
404,myelin stain - section 41,MS,15,short,,734
403,RF#hg#MR1s5#R#dpmg#6279#15,dpmg,15,short,tb,735
402,spare; in freezer,,15,short,,736
401,RF#hg#MR1s5#R#ly34#6299#15,ly34,15,short,tb,737
400,RF#hg#MR1s5#R#cpmg#6272#15,cpmg,15,short,tb,738
399,RF#hg#MR1s5#R#keta#6243#15,keta,15,short,tb,739
398,spare; in freezer,,15,short,,740
397,damg; not digitized,,15,short,,741
396,spare; in freezer,,15,short,,742
395,dpdp; not digitized,,15,short,,743
394,spare; in freezer,,15,short,,744
393,lost sectioning,,15,short,,745
392,RF#HG#MR1S5#R#pire#9530#15,pire,15,short,tb,746
391,lost sectioning,,15,short,,747
390,lost sectioning,,15,short,,748
389,RF#hg#MR1s5#R#cpog#6268#15,cpog,15,short,tb,749
388,spare; in freezer,,15,short,,750
387,spare; in freezer,,15,short,,751
386,spare; in freezer,,15,short,,752
385,spare; in freezer,,15,short,,753
384,lost sectioning,,15,short,,754
383,lost sectioning,,15,short,,755
382,RF#hg#MR1s5#R#ampa#6216#16,ampa,16,short,tb,756
381,RF#hg#MR1s5#R#kain#6220#16,kain,16,short,tb,757
380,RF#hg#MR1s5#R#mk80#6224#16,mk80,16,short,tb,758
379,RF#hg#MR1s5#R#musc#6227#16,musc,16,short,tb,759
378,RF#hg#MR1s5#R#cgp5#6284#16,cgp5,16,short,tb,760
377,RF#hg#MR1s5#R#flum#6287#16,flum,16,short,tb,761
376,cell body stain - section 13,AG,16,short,,762
375,lost sectioning,,16,short,,763
374,RF#hg#MR1s5#R#oxot#6235#16,oxot,16,short,tb,764
373,RF#hg#MR1s5#R#damp#6292#16,damp,16,short,tb,765
372,myelin stain - section 20,MS,16,short,,766
371,RF#hg#MR1s5#R#epib#6263#16,epib,16,short,tb,767
370,RF#hg#MR1s5#R#praz#6247#16,praz,16,short,tb,768
369,RF#hg#MR1s5#R#uk14#6251#16,uk14,16,short,tb,769
368,spare; in freezer,,16,short,,770
367,RF#hg#MR1s5#R#dpat#6239#16,dpat,16,short,tb,771
366,RF#hg#MR1s5#R#sr95#6303#16,sr95,16,short,tb,772
365,cell body stain - section 32,AG,16,short,,773
364,RF#hg#MR1s5#R#sch2#6259#16,sch2,16,short,tb,774
363,RF#hg#MR1s5#R#rx82#6255#16,rx82,16,short,tb,775
362,RF#hg#MR1s5#R#afdx#6296#16,afdx,16,short,tb,776
361,RF#hg#MR1s5#R#dpog#6275#16,dpog,16,short,tb,777
360,myelin stain - section 41,MS,16,short,,778
359,RF#hg#MR1s5#R#dpmg#6279#16,dpmg,16,short,tb,779
358,spare; in freezer,,16,short,,780
357,RF#hg#MR1s5#R#ly34#6299#16,ly34,16,short,tb,781
356,RF#hg#MR1s5#R#cpog#6268#16,cpog,16,short,tb,782
355,RF#hg#MR1s5#R#cpmg#6272#16,cpmg,16,short,tb,783
354,lost sectioning,,16,short,,784
353,RF#hg#MR1s5#R#keta#6243#16,keta,16,short,tb,785
352,spare; in freezer,,16,short,,786
351,damg; not digitized,,16,short,,787
350,spare; in freezer,,16,short,,788
349,dpdp; not digitized,,16,short,,789
348,RF#HG#MR1S5#R#pire#9531#16,pire,16,short,tb,790
347,spare; in freezer,,16,short,,791
346,spare; in freezer,,16,short,,792
345,spare; in freezer,,16,short,,793
344,spare; in freezer,,16,short,,794
343,spare; in freezer,,16,short,,795
342,lost sectioning,,16,short,,796
341,RF#hg#MR1s5#R#ampa#96216#17,ampa,17,short,tb,797
340,lost sectioning,,17,short,,798
339,RF#hg#MR1s5#R#kain#6220#17,kain,17,short,tb,799
338,lost sectioning,,17,short,,800
337,RF#hg#MR1s5#R#mk80#6224#17,mk80,17,short,tb,801
336,RF#hg#MR1s5#R#musc#6227#17,musc,17,short,tb,802
335,lost sectioning,,17,short,,803
334,RF#hg#MR1s5#R#cgp5#6284#17,cgp5,17,short,tb,804
333,RF#hg#MR1s5#R#flum#6287#17,flum,17,short,tb,805
332,cell body stain - section 13,AG,17,short,,806
331,lost sectioning,,17,short,,807
330,RF#hg#MR1s5#R#oxot#6235#17,oxot,17,short,tb,808
329,RF#hg#MR1s5#R#damp#6292#17,damp,17,short,tb,809
328,myelin stain - section 20,MS,17,short,,810
327,RF#hg#MR1s5#R#epib#6263#17,epib,17,short,tb,811
326,RF#hg#MR1s5#R#praz#6247#17,praz,17,short,tb,812
325,RF#hg#MR1s5#R#uk14#6251#17,uk14,17,short,tb,813
324,spare; in freezer,,17,short,,814
323,RF#hg#MR1s5#R#dpat#6239#17,dpat,17,short,tb,815
322,lost sectioning,,17,short,,816
321,RF#hg#MR1s5#R#sr95#6303#17,sr95,17,short,tb,817
320,cell body stain - section 32,AG,17,short,,818
319,RF#hg#MR1s5#R#sch2#6259#17,sch2,17,short,tb,819
318,RF#hg#MR1s5#R#rx82#6255#17,rx82,17,short,tb,820
317,RF#hg#MR1s5#R#afdx#6296#17,afdx,17,short,tb,821
316,lost sectioning,,17,short,,822
315,RF#hg#MR1s5#R#dpog#6275#17,dpog,17,short,tb,823
314,myelin stain - section 41,MS,17,short,,824
313,RF#hg#MR1s5#R#dpmg#6279#17,dpmg,17,short,tb,825
312,spare; in freezer,,17,short,,826
311,RF#hg#MR1s5#R#ly34#6299#17,ly34,17,short,tb,827
310,RF#hg#MR1s5#R#cpog#96268#17,cpog,17,short,tb,828
309,RF#hg#MR1s5#R#cpmg#96272#17,cpmg,17,short,tb,829
308,RF#hg#MR1s5#R#keta#6243#17,keta,17,short,tb,830
307,spare; in freezer,,17,short,,831
306,damg; not digitized,,17,short,,832
305,spare; in freezer,,17,short,,833
304,dpdp; not digitized,,17,short,,834
303,RF#HG#MR1S5#R#pire#9531#17,pire,17,short,tb,835
302,spare; in freezer,,17,short,,836
301,spare; in freezer,,17,short,,837
300,spare; in freezer,,17,short,,838
299,spare; in freezer,,17,short,,839
298,spare; in freezer,,17,short,,840
297,lost sectioning,,17,short,,841
296,RF#hg#MR1s5#R#ampa#96216#18,ampa,18,short,tb,842
295,RF#hg#MR1s5#R#kain#96220#18,kain,18,short,tb,843
294,lost sectioning,,18,short,,844
293,lost sectioning,,18,short,,845
292,lost sectioning,,18,short,,846
291,lost sectioning,,18,short,,847
290,lost sectioning,,18,short,,848
289,lost sectioning,,18,short,,849
288,RF#hg#MR1s5#R#mk80#96224#18,mk80,18,short,tb,850
287,RF#hg#MR1s5#R#musc#6227#18,musc,18,short,tb,851
286,RF#hg#MR1s5#R#cgp5#96284#18,cgp5,18,short,tb,852
285,RF#hg#MR1s5#R#flum#6287#18,flum,18,short,tb,853
284,cell body stain - section 13,AG,18,short,,854
283,lost sectioning,,18,short,,855
282,RF#hg#MR1s5#R#oxot#6235#18,oxot,18,short,tb,856
281,RF#hg#MR1s5#R#damp#96292#18,damp,18,short,tb,857
280,myelin stain - section 20,MS,18,short,,858
279,RF#hg#MR1s5#R#epib#6263#18,epib,18,short,tb,859
278,RF#hg#MR1s5#R#praz#6247#18,praz,18,short,tb,860
277,RF#hg#MR1s5#R#uk14#6251#18,uk14,18,short,tb,861
276,spare; in freezer,,18,short,,862
275,RF#hg#MR1s5#R#dpat#6239#18,dpat,18,short,tb,863
274,lost sectioning,,18,short,,864
273,RF#hg#MR1s5#R#sr95#6303#18,sr95,18,short,tb,865
272,lost sectioning,,18,short,,866
271,cell body stain - section 32,AG,18,short,,867
270,RF#hg#MR1s5#R#sch2#6259#18,sch2,18,short,tb,868
269,RF#hg#MR1s5#R#rx82#6255#18,rx82,18,short,tb,869
268,RF#hg#MR1s5#R#afdx#96296#18,afdx,18,short,tb,870
267,RF#hg#MR1s5#R#dpog#6275#18,dpog,18,short,tb,871
266,myelin stain - section 41,MS,18,short,,872
265,RF#hg#MR1s5#R#dpmg#6279#18,dpmg,18,short,tb,873
264,spare; in freezer,,18,short,,874
263,RF#hg#MR1s5#R#ly34#6299#18,ly34,18,short,tb,875
262,RF#hg#MR1s5#R#cpog#96268#18,cpog,18,short,tb,876
261,lost sectioning,,18,short,,877
260,RF#hg#MR1s5#R#cpmg#96272#18,cpmg,18,short,tb,878
259,lost sectioning,,18,short,,879
258,RF#hg#MR1s5#R#keta#6243#18,keta,18,short,tb,880
257,spare; in freezer,,18,short,,881
256,damg; not digitized,,18,short,,882
255,spare; in freezer,,18,short,,883
254,dpdp; not digitized,,18,short,,884
253,RF#HG#MR1S5#R#pire#9531#18,pire,18,short,tb,885
252,spare; in freezer,,18,short,,886
251,spare; in freezer,,18,short,,887
250,spare; in freezer,,18,short,,888
249,spare; in freezer,,18,short,,889
248,spare; in freezer,,18,short,,890
247,lost sectioning,,18,short,,891
246,lost sectioning,,18,short,,892
245,RF#hg#MR1s5#R#ampa#96216#19,ampa,19,short,tb,893
244,RF#hg#MR1s5#R#kain#96220#19,kain,19,short,tb,894
243,RF#hg#MR1s5#R#mk80#96224#19,mk80,19,short,tb,895
242,RF#hg#MR1s5#R#musc#6227#19,musc,19,short,tb,896
241,lost sectioning,,19,short,,897
240,RF#hg#MR1s5#R#cgp5#96284#19,cgp5,19,short,tb,898
239,lost sectioning,,19,short,,899
238,RF#hg#MR1s5#R#flum#6287#19,flum,19,short,tb,900
237,cell body stain - section 13,AG,19,short,,901
236,lost sectioning,,19,short,,902
235,RF#hg#MR1s5#R#oxot#6235#19,oxot,19,short,tb,903
234,RF#hg#MR1s5#R#damp#96292#19,damp,19,short,tb,904
233,myelin stain - section 20,MS,19,short,,905
232,RF#hg#MR1s5#R#epib#6263#19,epib,19,short,tb,906
231,RF#hg#MR1s5#R#praz#6247#19,praz,19,short,tb,907
230,RF#hg#MR1s5#R#uk14#6251#19,uk14,19,short,tb,908
229,spare; in freezer,,19,short,,909
228,RF#hg#MR1s5#R#dpat#6239#19,dpat,19,short,tb,910
227,RF#hg#MR1s5#R#sr95#6303#19,sr95,19,short,tb,911
226,cell body stain - section 32,AG,19,short,,912
225,RF#hg#MR1s5#R#sch2#6259#19,sch2,19,short,tb,913
224,RF#hg#MR1s5#R#rx82#6255#19,rx82,19,short,tb,914
223,RF#hg#MR1s5#R#afdx#96296#19,afdx,19,short,tb,915
222,RF#hg#MR1s5#R#dpog#6275#19,dpog,19,short,tb,916
221,myelin stain - section 41,MS,19,short,,917
220,RF#hg#MR1s5#R#dpmg#6280#19,dpmg,19,short,tb,918
219,spare; in freezer,,19,short,,919
218,RF#hg#MR1s5#R#ly34#6299#19,ly34,19,short,tb,920
217,RF#hg#MR1s5#R#cpog#96268#19,cpog,19,short,tb,921
216,lost sectioning,,19,short,,922
215,RF#hg#MR1s5#R#cpmg#96272#19,cpmg,19,short,tb,923
214,RF#hg#MR1s5#R#keta#6244#19,keta,19,short,tb,924
213,spare; in freezer,,19,short,,925
212,damg; not digitized,,19,short,,926
211,spare; in freezer,,19,short,,927
210,lost sectioning,,19,short,,928
209,dpdp; not digitized,,19,short,,929
208,RF#HG#MR1S5#R#pire#9531#19,pire,19,short,tb,930
207,spare; in freezer,,19,short,,931
206,spare; in freezer,,19,short,,932
205,spare; in freezer,,19,short,,933
204,spare; in freezer,,19,short,,934
203,spare; in freezer,,19,short,,935
202,lost sectioning,,19,short,,936
201,lost sectioning,,19,short,,937
200,RF#hg#MR1s5#R#ampa#86216#20,ampa,20,long,tb,938
199,RF#hg#MR1s5#R#ampa#86216#UB,ampa,20,long,ub,939
198,RF#hg#MR1s5#R#kain#96220#20,kain,20,long,tb,940
197,RF#hg#MR1s5#R#kain#96220#ub,kain,20,long,ub,941
196,RF#hg#MR1s5#R#mk80#96224#20,mk80,20,long,tb,942
195,RF#hg#MR1s5#R#mk80ub#86224#20,mk80,20,long,ub,943
194,RF#hg#MR1s5#R#musc#6228#20,musc,20,long,tb,944
193,musc (ub); not digitized,musc,20,long,ub,945
192,RF#hg#MR1s5#R#cgp5#96284#20,cgp5,20,long,tb,946
191,RF#hg#MR1s5#R#cgp5#86284#ub,cgp5,20,long,ub,947
190,RF#hg#MR1s5#R#flum#6288#20,flum,20,long,tb,948
189,flum (ub); not digitized,flum,20,long,ub,949
188,cell body stain - section 13,AG,20,long,,950
187,lost sectioning,,20,long,,951
186,lost sectioning,,20,long,,952
185,RF#hg#MR1s5#R#oxot#6236#20,oxot,20,long,tb,953
184,oxot (ub); not digitized,oxot,20,long,ub,954
183,RF#hg#MR1s5#R#damp#96292#20,damp,20,long,tb,955
182,RF#hg#MR1s5#R#dampub#86292#20,damp,20,long,ub,956
181,myelin stain - section 20,MS,20,long,,957
180,RF#hg#MR1s5#R#epib#6264#20,epib,20,long,tb,958
179,epib (ub); not digitized,epib,20,long,ub,959
178,lost sectioning,,20,long,,960
177,RF#hg#MR1s5#R#praz#6248#20,praz,20,long,tb,961
176,RF#hg#MR1s5#R#prazub#6248#20,praz,20,long,ub,962
175,RF#hg#MR1s5#R#uk14#6252#20,uk14,20,long,tb,963
174,uk14 (ub); not digitized,uk14,20,long,ub,964
173,spare; in freezer,,20,long,,965
172,RF#hg#MR1s5#R#dpat#6240#20,dpat,20,long,tb,966
171,RF#hg#MR1s5#R#dpatub#6240#20,dpat,20,long,ub,967
170,RF#hg#MR1s5#R#sr95#6304#20,sr95,20,long,tb,968
169,lost sectioning,,20,long,,969
168,lost sectioning,,20,long,,970
167,lost sectioning,,20,long,,971
166,lost sectioning,,20,long,,972
165,lost sectioning,,20,long,,973
164,lost sectioning,,20,long,,974
163,RF#hg#MR1s5#R#sr95ub#6304#20,sr95,20,long,ub,975
162,cell body stain - section 32,AG,20,long,,976
161,RF#hg#MR1s5#R#sch2#6260#20,sch2,20,long,tb,977
160,lost sectioning,,20,long,,978
159,RF#hg#MR1s5#R#sch2ub#6260#20,sch2,20,long,ub,979
158,RF#hg#MR1s5#R#rx82#6256#20,rx82,20,long,tb,980
157,rx82 (ub); not digitized,rx82,20,long,ub,981
156,RF#hg#MR1s5#R#afdx#96296#20,afdx,20,long,tb,982
155,afdx (ub); not digitized,afdx,20,long,ub,983
154,RF#hg#MR1s5#R#dpog#6276#20,dpog,20,long,tb,984
153,lost sectioning,,20,long,,985
152,RF#hg#MR1s5#R#dpogub#6276#20,dpog,20,long,ub,986
151,lost sectioning,,20,long,,987
150,lost sectioning,,20,long,,988
149,myelin stain - section 41,MS,20,long,,989
148,lost sectioning,,20,long,,990
147,RF#hg#MR1s5#R#dpmg#6280#20,dpmg,20,long,tb,991
146,RF#hg#MR1s5#R#dpmg#6280#ub,dpmg,20,long,ub,992
145,spare; in freezer,,20,long,,993
144,RF#hg#MR1s5#R#ly34#6300#20,ly34,20,long,tb,994
143,ly34 (ub); not digitized,ly34,20,long,ub,995
142,RF#hg#MR1s5#R#cpog#86268#20,cpog,20,long,tb,996
141,RF#hg#MR1s5#R#cpog#86268#UB,cpog,20,long,ub,997
140,lost sectioning,,20,long,,998
