number,name,ligand / staining,Repeat,length,TB/UB
470,lost sectioning,,10,long,
469,lost sectioning,,10,long,
468,lost sectioning,,10,long,
467,lost sectioning,,10,long,
466,lost sectioning,,10,long,
465,lost sectioning,,10,long,
464,spare; in freezer,,10,long,
463,damg; not digitized,,10,long,
462,lost sectioning,,10,long,
461,lost sectioning,,10,long,
460,lost sectioning,,10,long,
459,lost sectioning,,10,long,
458,lost sectioning,,10,long,
457,lost sectioning,,10,long,
456,lost sectioning,,10,long,
455,lost sectioning,,10,long,
454,lost sectioning,,10,long,
453,damg (ub); not digitized,,10,long,
452,lost sectioning,,10,long,
451,lost sectioning,,10,long,
450,lost sectioning,,10,long,
449,lost sectioning,,10,long,
448,lost sectioning,,10,long,
447,lost sectioning,,10,long,
446,lost sectioning,,10,long,
445,lost sectioning,,10,long,
444,spare; in freezer,,10,long,
443,lost sectioning,,10,long,
442,lost sectioning,,10,long,
441,lost sectioning,,10,long,
440,lost sectioning,,10,long,
439,lost sectioning,,10,long,
438,dpdp; not digitized,,10,long,
437,dpdp (ub); not digitized,,10,long,
436,spare; in freezer,,10,long,
435,spare; in freezer,,10,long,
434,spare; in freezer,,10,long,
433,spare; in freezer,,10,long,
432,spare; in freezer,,10,long,
431,lost sectioning,,10,long,
430,lost sectioning,,10,long,
429,lost sectioning,,10,long,
428,lost sectioning,,10,long,
427,lost sectioning,,10,long,
426,lost sectioning,,10,long,
425,lost sectioning,,10,long,
424,lost sectioning,,10,long,
423,lost sectioning,,10,long,
422,lost sectioning,,10,long,
421,lost sectioning,,10,long,
420,lost sectioning,,10,long,
419,lost sectioning,,10,long,
418,lost sectioning,,10,long,
417,lost sectioning,,10,long,
416,lost sectioning,,10,long,
415,lost sectioning,,10,long,
414,lost sectioning,,10,long,
413,lost sectioning,,10,long,
412,lost sectioning,,10,long,
411,lost sectioning,,10,long,
410,lost sectioning,,10,long,
409,lost sectioning,,10,long,
408,RE#hg#MR1s4#R#ampa#5844#11,ampa,11,short,tb
407,lost sectioning,,11,short,
406,RE#hg#MR1s4#R#kain#5849#11,kain,11,short,tb
405,lost sectioning,,11,short,
404,lost sectioning,,11,short,
403,lost sectioning,,11,short,
402,RE#hg#MR1s4#R#mk80#5852#11,mk80,11,short,tb
401,RE#hg#MR1s4#R#musc#5856#11,musc,11,short,tb
400,lost sectioning,,11,short,
399,lost sectioning,,11,short,
398,RE#hg#MR1s4#R#cgp5#5912#11,cgp5,11,short,tb
397,lost sectioning,,11,short,
396,lost sectioning,,11,short,
395,RE#HG#MR1S4#R#flum#5917#11,flum,11,short,tb
394,cell body stain - section 13,AG,11,short,
393,lost sectioning,,11,short,
392,RE#hg#MR1s4#R#oxot#5865#11,oxot,11,short,tb
391,RE#HG#MR1S4#R#damp#5921#11,damp,11,short,tb
390,myelin stain - section 20,MS,11,short,
389,lost sectioning,,11,short,
388,RE#hg#MR1s4#R#epib#5893#11,epib,11,short,tb
387,RE#hg#MR1s4#R#praz#5876#11,praz,11,short,tb
386,RE#hg#MR1s4#R#uk14#5881#11,uk14,11,short,tb
385,spare; in freezer,,11,short,
384,RE#HG#MR1S4#R#dpat#5869#11,dpat,11,short,tb
383,RE#hg#MR1s4#R#sr95#5933#11,sr95,11,short,tb
382,cell body stain - section 32,AG,11,short,
381,lost sectioning,,11,short,
380,lost sectioning,,11,short,
379,lost sectioning,,11,short,
378,RE#hg#MR1s4#R#sch2#5889#11,sch2,11,short,tb
377,RE#hg#MR1s4#R#rx82#5885#11,rx82,11,short,tb
376,RE#hg#MR1s4#R#afdx#5925#11,afdx,11,short,tb
375,lost sectioning,,11,short,
374,lost sectioning,,11,short,
373,RE#hg#MR1s4#R#dpog#5905#11,dpog,11,short,tb
372,lost sectioning,,11,short,
371,lost sectioning,,11,short,
370,spare; in freezer,,11,short,
369,myelin stain - section 41,MS,11,short,
368,RE#hg#MR1s4#R#dpmg#5909#11,dpmg,11,short,tb
367,RE#HG#MR1S4#R#pire#9525#11,pire,11,short,tb
366,RE#hg#MR1s4#R#ly34#5929#11,ly34,11,short,tb
365,RE#hg#MR1s4#R#cpog#5897#11,cpog,11,short,tb
364,RE#hg#MR1s4#R#cpmg#5901#11,cpmg,11,short,tb
363,RE#hg#MR1s4#R#keta#5873#11,keta,11,short,tb
362,spare; in freezer,,11,short,
361,damg; not digitized,,11,short,
360,spare; in freezer,,11,short,
359,dpdp; not digitized,,11,short,
358,spare; in freezer,,11,short,
357,spare; in freezer,,11,short,
356,spare; in freezer,,11,short,
355,spare; in freezer,,11,short,
354,spare; in freezer,,11,short,
353,spare; in freezer,,11,short,
352,lost sectioning,,11,short,
351,lost sectioning,,11,short,
350,lost sectioning,,11,short,
349,RE#hg#MR1s4#R#ampa#5845#12,ampa,12,short,tb
348,RE#hg#MR1s4#R#kain#5849#12,kain,12,short,tb
347,RE#hg#MR1s4#R#mk80#5853#12,mk80,12,short,tb
346,RE#hg#MR1s4#R#musc#5857#12,musc,12,short,tb
345,RE#hg#MR1s4#R#cgp5#5913#12,cgp5,12,short,tb
344,RE#HG#MR1S4#R#flum#5917#12,flum,12,short,tb
343,cell body stain - section 13,AG,12,short,
342,lost sectioning,,12,short,
341,RE#hg#MR1s4#R#oxot#5865#12,oxot,12,short,tb
340,RE#HG#MR1S4#R#damp#5921#12,damp,12,short,tb
339,lost sectioning,,12,short,
338,lost sectioning,,12,short,
337,myelin stain - section 20,MS,12,short,
336,RE#hg#MR1s4#R#epib#5893#12,epib,12,short,tb
335,lost sectioning,,12,short,
334,lost sectioning,,12,short,
333,lost sectioning,,12,short,
332,RE#hg#MR1s4#R#praz#5877#12,praz,12,short,tb
331,RE#hg#MR1s4#R#uk14#5881#12,uk14,12,short,tb
330,spare; in freezer,,12,short,
329,RE#HG#MR1S4#R#dpat#5869#12,dpat,12,short,tb
328,lost sectioning,,12,short,
327,lost sectioning,,12,short,
326,lost sectioning,,12,short,
325,lost sectioning,,12,short,
324,lost sectioning,,12,short,
323,lost sectioning,,12,short,
322,lost sectioning,,12,short,
321,lost sectioning,,12,short,
320,RE#hg#MR1s4#R#sr95#5933#12,sr95,12,short,tb
319,cell body stain - section 32,AG,12,short,
318,RE#hg#MR1s4#R#sch2#5889#12,sch2,12,short,tb
317,RE#hg#MR1s4#R#rx82#5885#12,rx82,12,short,tb
316,RE#hg#MR1s4#R#afdx#5925#12,afdx,12,short,tb
315,RE#hg#MR1s4#R#dpog#5905#12,dpog,12,short,tb
314,myelin stain - section 41,MS,12,short,
313,spare; in freezer,,12,short,
312,RE#hg#MR1s4#R#dpmg#5909#12,dpmg,12,short,tb
311,RE#HG#MR1S4#R#pire#9526#12,pire,12,short,tb
310,RE#hg#MR1s4#R#ly34#5929#12,ly34,12,short,tb
309,RE#hg#MR1s4#R#cpog#5897#12,cpog,12,short,tb
308,RE#hg#MR1s4#R#cpmg#5901#12,cpmg,12,short,tb
307,RE#hg#MR1s4#R#keta#5873#12,keta,12,short,tb
306,spare; in freezer,,12,short,
305,damg; not digitized,,12,short,
304,spare; in freezer,,12,short,
303,spare; in freezer,,12,short,
302,spare; in freezer,,12,short,
301,dpdp; not digitized,,12,short,
300,spare; in freezer,,12,short,
299,spare; in freezer,,12,short,
298,spare; in freezer,,12,short,
297,spare; in freezer,,12,short,
296,lost sectioning,,12,short,
295,lost sectioning,,12,short,
294,RE#hg#MR1s4#R#ampa#5845#13,ampa,13,short,tb
293,RE#hg#MR1s4#R#kain#5849#13,kain,13,short,tb
292,lost sectioning,,13,short,
291,lost sectioning,,13,short,
290,lost sectioning,,13,short,
289,RE#hg#MR1s4#R#mk80#5853#13,mk80,13,short,tb
288,RE#hg#MR1s4#R#musc#5857#13,musc,13,short,tb
287,RE#hg#MR1s4#R#cgp5#5913#13,cgp5,13,short,tb
286,lost sectioning,,13,short,
285,RE#HG#MR1S4#R#flum#5917#13,flum,13,short,tb
284,cell body stain - section 13,AG,13,short,
283,lost sectioning,,13,short,
282,lost sectioning,,13,short,
281,RE#hg#MR1s4#R#oxot#5865#13,oxot,13,short,tb
280,lost sectioning,,13,short,
279,lost sectioning,,13,short,
278,lost sectioning,,13,short,
277,lost sectioning,,13,short,
276,RE#HG#MR1S4#R#damp#5921#13,damp,13,short,tb
275,myelin stain - section 20,MS,13,short,
274,RE#hg#MR1s4#R#epib#5893#13,epib,13,short,tb
273,lost sectioning,,13,short,
272,RE#hg#MR1s4#R#uk14#5881#13,uk14,13,short,tb
271,spare; in freezer,,13,short,
270,RE#HG#MR1S4#R#dpat#5869#13,dpat,13,short,tb
269,lost sectioning,,13,short,
268,RE#hg#MR1s4#R#sr95#5933#13,sr95,13,short,tb
267,lost sectioning,,13,short,
266,lost sectioning,,13,short,
265,cell body stain - section 32,AG,13,short,
264,RE#hg#MR1s4#R#sch2#5889#13,sch2,13,short,tb
263,RE#hg#MR1s4#R#rx82#5885#13,rx82,13,short,tb
262,RE#hg#MR1s4#R#afdx#5925#13,afdx,13,short,tb
261,lost sectioning,,13,short,
260,RE#hg#MR1s4#R#dpog#5905#13,dpog,13,short,tb
259,myelin stain - section 41,MS,13,short,
258,spare; in freezer,,13,short,
257,RE#hg#MR1s4#R#dpmg#5909#13,dpmg,13,short,tb
256,RE#HG#MR1S4#R#pire#9526#13,pire,13,short,tb
255,lost sectioning,,13,short,
254,lost sectioning,,13,short,
253,lost sectioning,,13,short,
252,RE#hg#MR1s4#R#ly34#5929#13,ly34,13,short,tb
251,RE#hg#MR1s4#R#cpog#5897#13,cpog,13,short,tb
250,lost sectioning,,13,short,
249,lost sectioning,,13,short,
248,lost sectioning,,13,short,
247,RE#hg#MR1s4#R#cpmg#5901#13,cpmg,13,short,tb
246,RE#hg#MR1s4#R#keta#5873#13,keta,13,short,tb
245,spare; in freezer,,13,short,
244,damg; not digitized,,13,short,
243,RE#hg#MR1s4#R#praz#5877#13,praz,13,short,tb
242,dpdp; not digitized,,13,short,
241,spare; in freezer,,13,short,
240,spare; in freezer,,13,short,
239,spare; in freezer,,13,short,
238,spare; in freezer,,13,short,
237,spare; in freezer,,13,short,
236,spare; in freezer,,13,short,
235,lost sectioning,,13,short,
234,RE#hg#MR1s4#R#ampa#5845#14,ampa,14,short,tb
233,RE#hg#MR1s4#R#kain#5849#14,kain,14,short,tb
232,RE#hg#MR1s4#R#mk80#5853#14,mk80,14,short,tb
231,lost sectioning,,14,short,
230,RE#hg#MR1s4#R#musc#5857#14,musc,14,short,tb
229,lost sectioning,,14,short,
228,lost sectioning,,14,short,
227,lost sectioning,,14,short,
226,lost sectioning,,14,short,
225,lost sectioning,,14,short,
224,lost sectioning,,14,short,
223,RE#hg#MR1s4#R#cgp5#5913#14,cgp5,14,short,tb
222,RE#HG#MR1S4#R#flum#5918#14,flum,14,short,tb
221,lost sectioning,,14,short,
220,cell body stain - section 13,AG,14,short,
219,lost sectioning,,14,short,
218,RE#hg#MR1s4#R#oxot#5866#14,oxot,14,short,tb
217,RE#HG#MR1S4#R#damp#5922#14,damp,14,short,tb
216,myelin stain - section 20,MS,14,short,
215,RE#hg#MR1s4#R#epib#5893#14,epib,14,short,tb
214,RE#hg#MR1s4#R#praz#5877#14,praz,14,short,tb
213,RE#hg#MR1s4#R#uk14#5882#14,uk14,14,short,tb
212,lost sectioning,,14,short,
211,lost sectioning,,14,short,
210,lost sectioning,,14,short,
209,spare; in freezer,,14,short,
208,lost sectioning,,14,short,
207,lost sectioning,,14,short,
206,lost sectioning,,14,short,
205,RE#HG#MR1s4#R#dpat#5870#14,dpat,14,short,tb
204,lost sectioning,,14,short,
203,RE#hg#MR1s4#R#sr95#5934#14,sr95,14,short,tb
202,cell body stain - section 32,AG,14,short,
201,RE#hg#MR1s4#R#sch2#5890#14,sch2,14,short,tb
200,RE#hg#MR1s4#R#rx82#5886#14,rx82,14,short,tb
199,RE#hg#MR1s4#R#afdx#5926#14,afdx,14,short,tb
198,RE#hg#MR1s4#R#dpog#5906#14,dpog,14,short,tb
197,myelin stain - section 41,MS,14,short,
196,spare; in freezer,,14,short,
195,RE#hg#MR1s4#R#dpmg#5910#14,dpmg,14,short,tb
194,lost sectioning,,14,short,
193,RE#HG#MR1S4#R#pire#9526#14,pire,14,short,tb
192,lost sectioning,,14,short,
191,RE#hg#MR1s4#R#ly34#5929#14,ly34,14,short,tb
190,RE#hg#MR1s4#R#cpog#5898#14,cpog,14,short,tb
189,lost sectioning,,14,short,
188,RE#hg#MR1s4#R#cpmg#5902#14,cpmg,14,short,tb
187,lost sectioning,,14,short,
186,RE#hg#MR1s4#R#keta#5873#14,keta,14,short,tb
185,lost sectioning,,14,short,
184,lost sectioning,,14,short,
183,lost sectioning,,14,short,
182,lost sectioning,,14,short,
181,lost sectioning,,14,short,
180,lost sectioning,,14,short,
179,spare; in freezer,,14,short,
178,spare; in freezer,,14,short,
177,damg; not digitized,,14,short,
176,spare; in freezer,,14,short,
175,dpdp; not digitized,,14,short,
174,spare; in freezer,,14,short,
173,spare; in freezer,,14,short,
172,spare; in freezer,,14,short,
171,spare; in freezer,,14,short,
170,spare; in freezer,,14,short,
169,spare; in freezer,,14,short,
168,spare; in freezer,,14,short,
167,RE#hg#MR1s4#R#ampa#5846#15,ampa,15,short,tb
166,RE#hg#MR1s4#R#kain#5850#15,kain,15,short,tb
165,RE#hg#MR1s4#R#mk80#5854#15,mk80,15,short,tb
164,RE#hg#MR1s4#R#musc#5858#15,musc,15,short,tb
163,RE#hg#MR1s4#R#cgp5#5914#15,cgp5,15,short,tb
162,RE#HG#MR1S4#R#flum#5918#15,flum,15,short,tb
161,lost sectioning,,15,short,
160,lost sectioning,,15,short,
159,lost sectioning,,15,short,
158,lost sectioning,,15,short,
157,cell body stain - section 13,AG,15,short,
156,RE#hg#MR1s4#R#oxot#5866#15,oxot,15,short,tb
155,RE#HG#MR1S4#R#damp#5922#15,damp,15,short,tb
154,myelin stain - section 20,MS,15,short,
153,RE#hg#MR1s4#R#epib#5893#15,epib,15,short,tb
152,RE#hg#MR1s4#R#praz#5878#15,praz,15,short,tb
151,RE#hg#MR1s4#R#uk14#5882#15,uk14,15,short,tb
150,spare; in freezer,,15,short,
149,lost sectioning,,15,short,
148,RE#HG#MR1s4#R#dpat#5870#15,dpat,15,short,tb
147,RE#hg#MR1s4#R#sr95#5934#15,sr95,15,short,tb
146,cell body stain - section 32,AG,15,short,
145,lost sectioning,,15,short,
144,lost sectioning,,15,short,
143,lost sectioning,,15,short,
142,lost sectioning,,15,short,
141,lost sectioning,,15,short,
140,RE#hg#MR1s4#R#sch2#5890#15,sch2,15,short,tb
139,RE#hg#MR1s4#R#rx82#5886#15,rx82,15,short,tb
138,RE#hg#MR1s4#R#afdx#5926#15,afdx,15,short,tb
137,lost sectioning,,15,short,
136,lost sectioning,,15,short,
135,lost sectioning,,15,short,
134,RE#hg#MR1s4#R#dpog#5906#15,dpog,15,short,tb
133,myelin stain - section 41,MS,15,short,
132,lost sectioning,,15,short,
131,lost sectioning,,15,short,
130,lost sectioning,,15,short,
129,spare; in freezer,,15,short,
128,RE#hg#MR1s4#R#dpmg#5910#15,dpmg,15,short,tb
127,RE#HG#MR1S4#R#pire#9527#15,pire,15,short,tb
126,RE#hg#MR1s4#R#ly34#5930#15,ly34,15,short,tb
125,lost sectioning,,15,short,
124,RE#hg#MR1s4#R#cpog#5898#15,cpog,15,short,tb
123,RE#hg#MR1s4#R#cpmg#5902#15,cpmg,15,short,tb
122,lost sectioning,,15,short,
121,RE#hg#MR1s4#R#keta#5874#15,keta,15,short,tb
120,spare; in freezer,,15,short,
119,damg; not digitized,,15,short,
118,spare; in freezer,,15,short,
117,dpdp; not digitized,,15,short,
116,spare; in freezer,,15,short,
115,spare; in freezer,,15,short,
114,spare; in freezer,,15,short,
113,spare; in freezer,,15,short,
112,spare; in freezer,,15,short,
111,spare; in freezer,,15,short,
110,lost sectioning,,15,short,
109,lost sectioning,,15,short,
108,lost sectioning,,15,short,
107,lost sectioning,,15,short,
106,RE#hg#MR1s4#R#ampa#5846#16,ampa,16,short,tb
105,RE#hg#MR1s4#R#kain#5850#16,kain,16,short,tb
104,RE#hg#MR1s4#R#mk80#5854#16,mk80,16,short,tb
103,RE#hg#MR1s4#R#musc#5858#16,musc,16,short,tb
102,RE#hg#MR1s4#R#cgp5#5914#16,cgp5,16,short,tb
101,RE#HG#MR1S4#R#flum#5918#16,flum,16,short,tb
100,cell body stain - section 13,AG,16,short,
99,lost sectioning,,16,short,
98,lost sectioning,,16,short,
97,RE#hg#MR1s4#R#oxot#5866#16,oxot,16,short,tb
96,RE#HG#MR1S4#R#damp#5922#16,damp,16,short,tb
95,myelin stain - section 20,MS,16,short,
94,lost sectioning,,16,short,
93,lost sectioning,,16,short,
92,lost sectioning,,16,short,
91,RE#hg#MR1s4#R#epib#5894#16,epib,16,short,tb
90,RE#hg#MR1s4#R#praz#5878#16,praz,16,short,tb
89,RE#hg#MR1s4#R#uk14#5882#16,uk14,16,short,tb
88,lost sectioning,,16,short,
87,spare; in freezer,,16,short,
86,RE#HG#MR1s4#R#dpat#5870#16,dpat,16,short,tb
85,RE#hg#MR1s4#R#sr95#5934#16,sr95,16,short,tb
84,cell body stain - section 32,AG,16,short,
83,RE#hg#MR1s4#R#sch2#5890#16,sch2,16,short,tb
82,lost sectioning,,16,short,
81,lost sectioning,,16,short,
80,RE#hg#MR1s4#R#rx82#5886#16,rx82,16,short,tb
79,RE#hg#MR1s4#R#afdx#5926#16,afdx,16,short,tb
78,RE#hg#MR1s4#R#dpog#5906#16,dpog,16,short,tb
77,lost sectioning,,16,short,
76,lost sectioning,,16,short,
75,lost sectioning,,16,short,
74,lost sectioning,,16,short,
73,spare; in freezer,,16,short,
72,myelin stain - section 41,MS,16,short,
71,RE#hg#MR1s4#R#dpmg#5910#16,dpmg,16,short,tb
70,RE#HG#MR1S4#R#pire#9527#16,pire,16,short,tb
69,RE#hg#MR1s4#R#ly34#5930#16,ly34,16,short,tb
68,RE#hg#MR1s4#R#cpog#5898#16,cpog,16,short,tb
67,RE#hg#MR1s4#R#cpmg#5902#16,cpmg,16,short,tb
66,RE#hg#MR1s4#R#keta#5874#16,keta,16,short,tb
65,spare; in freezer,,16,short,
64,damg; not digitized,,16,short,
63,spare; in freezer,,16,short,
62,lost sectioning,,16,short,
61,dpdp; not digitized,,16,short,
60,spare; in freezer,,16,short,
59,spare; in freezer,,16,short,
58,spare; in freezer,,16,short,
57,spare; in freezer,,16,short,
56,spare; in freezer,,16,short,
55,spare; in freezer,,16,short,
54,RE#hg#MR1s4#R#ampa#5846#17,ampa,17,short,tb
53,RE#hg#MR1s4#R#kain#5850#17,kain,17,short,tb
52,RE#hg#MR1s4#R#mk80#5854#17,mk80,17,short,tb
51,RE#hg#MR1s4#R#musc#5858#17,musc,17,short,tb
50,RE#hg#MR1s4#R#cgp5#5914#17,cgp5,17,short,tb
49,lost sectioning,,17,short,
48,lost sectioning,,17,short,
47,RE#HG#MR1S4#R#flum#5918#17,flum,17,short,tb
46,cell body stain - section 13,AG,17,short,
45,pire - section lost,pire,17,short,tb
44,RE#hg#MR1s4#R#oxot#5866#17,oxot,17,short,tb
43,RE#HG#MR1S4#R#damp#5922#17,damp,17,short,tb
42,myelin stain - section 20,MS,17,short,
41,RE#hg#MR1s4#R#epib#5894#17,epib,17,short,tb
40,RE#hg#MR1s4#R#praz#5878#17,praz,17,short,tb
39,RE#hg#MR1s4#R#uk14#5882#17,uk14,17,short,tb
38,lost sectioning,,17,short,
37,lost sectioning,,17,short,
36,RE#HG#MR1s4#R#dpat#5870#17,dpat,17,short,tb
35,RE#hg#MR1s4#R#sr95#5934#17,sr95,17,short,tb
34,cell body stain - section 32,AG,17,short,
33,RE#hg#MR1s4#R#sch2#5890#17,sch2,17,short,tb
32,RE#hg#MR1s4#R#rx82#5886#17,rx82,17,short,tb
31,RE#hg#MR1s4#R#afdx#5926#17,afdx,17,short,tb
30,RE#hg#MR1s4#R#dpog#5906#17,dpog,17,short,tb
29,myelin stain - section 41,MS,17,short,
28,RE#hg#MR1s4#R#dpmg#5910#17,dpmg,17,short,tb
27,RE#hg#MR1s4#R#ly34#5930#17,ly34,17,short,tb
26,RE#hg#MR1s4#R#cpog#5898#17,cpog,17,short,tb
25,RE#hg#MR1s4#R#cpmg#5902#17,cpmg,17,short,tb
24,RE#hg#MR1s4#R#keta#5874#17,keta,17,short,tb
23,spare; in freezer,,17,short,
22,damg; not digitized,,17,short,
21,spare; in freezer,,17,short,
20,dpdp; not digitized,,17,short,
19,spare; in freezer,,17,short,
18,spare; in freezer,,17,short,
17,spare; in freezer,,17,short,
16,spare; in freezer,,17,short,
15,spare; in freezer,,17,short,
14,spare; in freezer,,17,short,
13,lost sectioning,,17,short,
12,RE#hg#MR1s4#R#ampa#5846#18,ampa,18,short,tb
11,RE#hg#MR1s4#R#kain#5850#18,kain,18,short,tb
10,lost sectioning,,18,short,
9,RE#hg#MR1s4#R#mk80#5854#18,mk80,18,short,tb
8,RE#hg#MR1s4#R#musc#5858#18,musc,18,short,tb
7,RE#hg#MR1s4#R#cgp5#5914#18,cgp5,18,short,tb
6,lost sectioning,,18,short,
5,lost sectioning,,18,short,
4,RE#HG#MR1S4#R#flum#5918#18,flum,18,short,tb
3,cell body stain - section 13,AG,18,short,
2,lost sectioning,,18,short,
1,RE#hg#MR1s4#R#oxot#5866#18,oxot,18,short,tb
