number,name,ligand / staining,repeat,length,TB/UB
535,RD#HG#MR1s3#R#cgp5#5821#12,cgp5,12,short,tb
536,RD#HG#MR1s3#R#flum#5825#12,flum,12,short,tb
537,cell body stain - section 13,AG,12,short,
538,lost sectioning,,12,short,
539,lost sectioning,,12,short,
540,lost sectioning,,12,short,
541,RD#HG#MR1s3#R#oxot#5773#12,oxot,12,short,tb
542,lost sectioning,,12,short,
543,myelin stain - section 20,MS,12,short,
544,RD#HG#MR1s3#R#epib#5801#12,epib,12,short,tb
545,RD#HG#MR1s3#R#praz#5785#12,praz,12,short,tb
546,RD#HG#MR1s3#R#uk14#5789#12,uk14,12,short,tb
547,spare; in freezer,,12,short,
548,RD#HG#MR1s3#R#dpat#5777#12,dpat,12,short,tb
549,RD#HG#MR1S3#R#damp#5829#12,damp,12,short,tb
550,RD#HG#MR1s3#R#sr95#5841#12,sr95,12,short,tb
551,RD#HG#MR1s3#R#sch2#5797#12,sch2,12,short,tb
552,RD#HG#MR1s3#R#rx82#5793#12,rx82,12,short,tb
553,RD#HG#MR1s3#R#afdx#5833#12,afdx,12,short,tb
554,lost sectioning,,12,short,
555,RD#HG#MR1s3#R#dpog#5813#12,dpog,12,short,tb
556,myelin stain - section 41,MS,12,short,
557,RD#HG#MR1S3#R#dpmg#5817#12,dpmg,12,short,tb
558,spare; in freezer,,12,short,
559,RD#HG#MR1s3#R#ly34#5837#12,ly34,12,short,tb
560,RD#HG#MR1s3#R#cpog#5805#12,cpog,12,short,tb
561,RD#HG#MR1s3#R#cpmg#5809#12,cpmg,12,short,tb
562,RD#HG#MR1s3#R#keta#5781#12,keta,12,short,tb
563,spare; in freezer,,12,short,
564,damg; not digitized,,12,short,
565,RD#HG#MR1S3#R#pire#9520#12,pire,12,short,tb
566,dpdp; not digitized,,12,short,
567,spare; in freezer,,12,short,
568,spare; in freezer,,12,short,
569,spare; in freezer,,12,short,
570,spare; in freezer,,12,short,
571,spare; in freezer,,12,short,
572,spare; in freezer,,12,short,
573,RD#HG#MR1s3#R#ampa#5753#13,ampa,13,short,tb
574,RD#HG#MR1s3#R#kain#5757#13,kain,13,short,tb
575,RD#HG#MR1s3#R#mk80#5761#13,mk80,13,short,tb
576,RD#HG#MR1s3#R#musc#5765#13,musc,13,short,tb
577,RD#HG#MR1s3#R#cgp5#5821#13,cgp5,13,short,tb
578,RD#HG#MR1s3#R#flum#5825#13,flum,13,short,tb
579,cell body stain - section 13,AG,13,short,
580,lost sectioning,,13,short,
581,RD#HG#MR1s3#R#oxot#5773#13,oxot,13,short,tb
582,RD#HG#MR1S3#R#damp#5829#13,damp,13,short,tb
583,myelin stain - section 20,MS,13,short,
584,RD#HG#MR1s3#R#epib#5801#13,epib,13,short,tb
585,RD#HG#MR1s3#R#praz#5785#13,praz,13,short,tb
586,RD#HG#MR1s3#R#uk14#5789#13,uk14,13,short,tb
587,lost sectioning,,13,short,
588,lost sectioning,,13,short,
589,spare; in freezer,,13,short,
590,lost sectioning,,13,short,
591,RD#HG#MR1s3#R#dpat#5777#13,dpat,13,short,tb
592,RD#HG#MR1s3#R#sr95#5841#13,sr95,13,short,tb
593,cell body stain - section 32,AG,13,short,
594,RD#HG#MR1s3#R#sch2#5797#13,sch2,13,short,tb
595,RD#HG#MR1s3#R#rx82#5793#13,rx82,13,short,tb
596,RD#HG#MR1s3#R#afdx#5833#13,afdx,13,short,tb
597,RD#HG#MR1s3#R#dpog#5813#13,dpog,13,short,tb
598,myelin stain - section 41,MS,13,short,
599,RD#HG#MR1S3#R#dpmg#5817#13,dpmg,13,short,tb
600,spare; in freezer,,13,short,
601,RD#HG#MR1s3#R#ly34#5837#13,ly34,13,short,tb
602,RD#HG#MR1s3#R#cpog#5805#13,cpog,13,short,tb
603,RD#HG#MR1s3#R#cpmg#5809#13,cpmg,13,short,tb
604,RD#HG#MR1s3#R#keta#5781#13,keta,13,short,tb
605,spare; in freezer,,13,short,
606,damg; not digitized,,13,short,
607,RD#HG#MR1S3#R#pire#9520#13,pire,13,short,tb
608,dpdp; not digitized,,13,short,
609,spare; in freezer,,13,short,
610,spare; in freezer,,13,short,
611,spare; in freezer,,13,short,
612,spare; in freezer,,13,short,
613,spare; in freezer,,13,short,
614,spare; in freezer,,13,short,
615,spare; in freezer,,13,short,
616,lost sectioning,,13,short,
617,lost sectioning,,13,short,
618,lost sectioning,,13,short,
619,RD#HG#MR1s3#R#ampa#5753#14,ampa,14,short,tb
620,RD#HG#MR1s3#R#kain#5757#14,kain,14,short,tb
621,RD#HG#MR1s3#R#mk80#5761#14,mk80,14,short,tb
622,RD#HG#MR1s3#R#musc#5765#14,musc,14,short,tb
623,lost sectioning,,14,short,
624,RD#HG#MR1s3#R#flum#5825#14,flum,14,short,tb
625,cell body stain - section 13,AG,14,short,
626,RD#HG#MR1s3#R#oxot#5773#14,oxot,14,short,tb
627,RD#HG#MR1S3#R#damp#5829#14,damp,14,short,tb
628,RD#HG#MR1s3#R#cgp5#5821#14,cgp5,14,short,tb
629,myelin stain - section 20,MS,14,short,
630,RD#HG#MR1s3#R#epib#5801#14,epib,14,short,tb
631,RD#HG#MR1s3#R#praz#5785#14,praz,14,short,tb
632,RD#HG#MR1s3#R#uk14#5789#14,uk14,14,short,tb
633,spare; in freezer,,14,short,
634,RD#HG#MR1s3#R#dpat#5777#14,dpat,14,short,tb
635,RD#HG#MR1s3#R#sr95#5841#14,sr95,14,short,tb
636,cell body stain - section 32,AG,14,short,
637,RD#HG#MR1s3#R#sch2#5797#14,sch2,14,short,tb
638,RD#HG#MR1s3#R#rx82#5793#14,rx82,14,short,tb
639,RD#HG#MR1s3#R#afdx#5833#14,afdx,14,short,tb
640,RD#HG#MR1s3#R#dpog#5813#14,dpog,14,short,tb
641,myelin stain - section 41,MS,14,short,
642,RD#HG#MR1S3#R#dpmg#5817#14,dpmg,14,short,tb
643,spare; in freezer,,14,short,
644,RD#HG#MR1s3#R#ly34#5837#14,ly34,14,short,tb
645,RD#HG#MR1s3#R#cpog#5805#14,cpog,14,short,tb
646,RD#HG#MR1s3#R#cpmg#5809#14,cpmg,14,short,tb
647,RD#HG#MR1s3#R#keta#5781#14,keta,14,short,tb
648,spare; in freezer,,14,short,
649,damg; not digitized,,14,short,
650,RD#HG#MR1S3#R#pire#9521#14,pire,14,short,tb
651,dpdp; not digitized,,14,short,
652,spare; in freezer,,14,short,
653,spare; in freezer,,14,short,
654,spare; in freezer,,14,short,
655,spare; in freezer,,14,short,
656,spare; in freezer,,14,short,
657,spare; in freezer,,14,short,
658,spare; in freezer,,14,short,
659,RD#HG#MR1s3#R#ampa#5753#15,ampa,15,short,tb
660,RD#HG#MR1s3#R#kain#5757#15,kain,15,short,tb
661,RD#HG#MR1s3#R#mk80#5761#15,mk80,15,short,tb
662,RD#HG#MR1s3#R#musc#5765#15,musc,15,short,tb
663,RD#HG#MR1s3#R#cgp5#5821#15,cgp5,15,short,tb
664,lost sectioning,,15,short,
665,lost sectioning,,15,short,
666,lost sectioning,,15,short,
667,lost sectioning,,15,short,
668,lost sectioning,,15,short,
669,lost sectioning,,15,short,
670,lost sectioning,,15,short,
671,lost sectioning,,15,short,
672,RD#HG#MR1s3#R#flum#5825#15,flum,15,short,tb
673,cell body stain - section 13,AG,15,short,
674,lost sectioning,,15,short,
675,RD#HG#MR1s3#R#oxot#5773#15,oxot,15,short,tb
676,RD#HG#MR1S3#R#damp#5829#15,damp,15,short,tb
677,myelin stain - section 20,MS,15,short,
678,RD#HG#MR1s3#R#epib#5801#15,epib,15,short,tb
679,RD#HG#MR1s3#R#praz#5785#15,praz,15,short,tb
680,RD#HG#MR1s3#R#uk14#5789#15,uk14,15,short,tb
681,spare; in freezer,,15,short,
682,RD#HG#MR1s3#R#dpat#5777#15,dpat,15,short,tb
683,RD#HG#MR1s3#R#sr95#5841#15,sr95,15,short,tb
684,cell body stain - section 32,AG,15,short,
685,RD#HG#MR1s3#R#sch2#5797#15,sch2,15,short,tb
686,RD#HG#MR1s3#R#rx82#5793#15,rx82,15,short,tb
687,RD#HG#MR1s3#R#afdx#5833#15,afdx,15,short,tb
688,RD#HG#MR1s3#R#dpog#5813#15,dpog,15,short,tb
689,myelin stain - section 41,MS,15,short,
690,RD#HG#MR1S3#R#dpmg#5817#15,dpmg,15,short,tb
691,spare; in freezer,,15,short,
692,RD#HG#MR1s3#R#ly34#5837#15,ly34,15,short,tb
693,RD#HG#MR1s3#R#cpog#5805#15,cpog,15,short,tb
694,RD#HG#MR1s3#R#cpmg#5809#15,cpmg,15,short,tb
695,RD#HG#MR1s3#R#keta#5781#15,keta,15,short,tb
696,spare; in freezer,,15,short,
697,damg; not digitized,,15,short,
698,RD#HG#MR1S3#R#pire#9521#15,pire,15,short,tb
699,dpdp; not digitized,,15,short,
700,spare; in freezer,,15,short,
701,spare; in freezer,,15,short,
702,spare; in freezer,,15,short,
703,spare; in freezer,,15,short,
704,spare; in freezer,,15,short,
705,spare; in freezer,,15,short,
706,spare; in freezer,,15,short,
707,RD#HG#MR1s3#R#ampa#5753#16,ampa,16,short,tb
708,RD#HG#MR1s3#R#kain#5757#16,kain,16,short,tb
709,RD#HG#MR1s3#R#mk80#5761#16,mk80,16,short,tb
710,RD#HG#MR1s3#R#musc#5765#16,musc,16,short,tb
711,RD#HG#MR1s3#R#cgp5#5821#16,cgp5,16,short,tb
712,RD#HG#MR1s3#R#flum#5825#16,flum,16,short,tb
713,cell body stain - section 13,AG,16,short,
714,lost sectioning,,16,short,
715,RD#HG#MR1s3#R#oxot#5773#16,oxot,16,short,tb
716,RD#HG#MR1S3#R#damp#5829#16,damp,16,short,tb
717,myelin stain - section 20,MS,16,short,
718,RD#HG#MR1s3#R#epib#5801#16,epib,16,short,tb
719,RD#HG#MR1s3#R#praz#5785#16,praz,16,short,tb
720,RD#HG#MR1s3#R#uk14#5789#16,uk14,16,short,tb
721,lost sectioning,,16,short,
722,spare; in freezer,,16,short,
723,lost sectioning,,16,short,
724,lost sectioning,,16,short,
725,RD#HG#MR1s3#R#dpat#5777#16,dpat,16,short,tb
726,RD#HG#MR1s3#R#sr95#5841#16,sr95,16,short,tb
727,cell body stain - section 32,AG,16,short,
728,RD#HG#MR1s3#R#sch2#5797#16,sch2,16,short,tb
729,RD#HG#MR1s3#R#rx82#5793#16,rx82,16,short,tb
730,RD#HG#MR1s3#R#afdx#5833#16,afdx,16,short,tb
731,RD#HG#MR1s3#R#dpog#5813#16,dpog,16,short,tb
732,myelin stain - section 41,MS,16,short,
733,RD#HG#MR1S3#R#dpmg#5817#16,dpmg,16,short,tb
734,spare; in freezer,,16,short,
735,RD#HG#MR1s3#R#ly34#5837#16,ly34,16,short,tb
736,RD#HG#MR1s3#R#cpog#5805#16,cpog,16,short,tb
737,lost sectioning,,16,short,
738,RD#HG#MR1s3#R#cpmg#5809#16,cpmg,16,short,tb
739,RD#HG#MR1s3#R#keta#5781#16,keta,16,short,tb
740,spare; in freezer,,16,short,
741,damg; not digitized,,16,short,
742,RD#HG#MR1S3#R#pire#9521#16,pire,16,short,tb
743,dpdp; not digitized,,16,short,
744,spare; in freezer,,16,short,
745,spare; in freezer,,16,short,
746,spare; in freezer,,16,short,
747,spare; in freezer,,16,short,
748,spare; in freezer,,16,short,
749,spare; in freezer,,16,short,
750,spare; in freezer,,16,short,
751,lost sectioning,,16,short,
752,RD#HG#MR1s3#R#ampa#5754#17,ampa,17,short,tb
753,lost sectioning,,17,short,
754,RD#HG#MR1s3#R#kain#5758#17,kain,17,short,tb
755,RD#HG#MR1s3#R#mk80#5762#17,mk80,17,short,tb
756,RD#HG#MR1s3#R#musc#5766#17,musc,17,short,tb
757,RD#HG#MR1s3#R#cgp5#5822#17,cgp5,17,short,tb
758,lost sectioning,,17,short,
759,flum - section lost,flum,17,short,tb
760,cell body stain - section 13,AG,17,short,
761,RD#HG#MR1s3#R#oxot#5774#17,oxot,17,short,tb
762,lost sectioning,,17,short,
763,RD#HG#MR1S3#R#damp#5830#17,damp,17,short,tb
764,myelin stain - section 20,MS,17,short,
765,RD#HG#MR1s3#R#epib#5802#17,epib,17,short,tb
766,RD#HG#MR1s3#R#praz#5786#17,praz,17,short,tb
767,RD#HG#MR1s3#R#uk14#5790#17,uk14,17,short,tb
768,spare; in freezer,,17,short,
769,lost sectioning,,17,short,
770,lost sectioning,,17,short,
771,RD#HG#MR1s3#R#dpat#5778#17,dpat,17,short,tb
772,RD#HG#MR1s3#R#sr95#5842#17,sr95,17,short,tb
773,cell body stain - section 32,AG,17,short,
774,RD#HG#MR1s3#R#sch2#5798#17,sch2,17,short,tb
775,RD#HG#MR1s3#R#rx82#5794#17,rx82,17,short,tb
776,lost sectioning,,17,short,
777,lost sectioning,,17,short,
778,lost sectioning,,17,short,
779,RD#HG#MR1s3#R#afdx#5834#17,afdx,17,short,tb
780,lost sectioning,,17,short,
781,lost sectioning,,17,short,
782,RD#HG#MR1s3#R#dpog#5814#17,dpog,17,short,tb
783,myelin stain - section 41,MS,17,short,
784,RD#HG#MR1S3#R#dpmg#5818#17,dpmg,17,short,tb
785,spare; in freezer,,17,short,
786,RD#HG#MR1s3#R#ly34#5838#17,ly34,17,short,tb
787,RD#HG#MR1s3#R#cpog#5806#17,cpog,17,short,tb
788,RD#HG#MR1s3#R#cpmg#5810#17,cpmg,17,short,tb
789,RD#HG#MR1s3#R#keta#5782#17,keta,17,short,tb
790,spare; in freezer,,17,short,
791,damg; not digitized,,17,short,
792,RD#HG#MR1S3#R#pire#9522#17,pire,17,short,tb
793,dpdp; not digitized,,17,short,
794,spare; in freezer,,17,short,
795,spare; in freezer,,17,short,
796,spare; in freezer,,17,short,
797,spare; in freezer,,17,short,
798,spare; in freezer,,17,short,
799,spare; in freezer,,17,short,
800,spare; in freezer,,17,short,
801,RD#HG#MR1s3#R#ampa#5754#18,ampa,18,short,tb
802,RD#HG#MR1s3#R#kain#5758#18,kain,18,short,tb
803,RD#HG#MR1s3#R#mk80#5762#18,mk80,18,short,tb
804,RD#HG#MR1s3#R#musc#5766#18,musc,18,short,tb
805,RD#HG#MR1s3#R#cgp5#5822#18,cgp5,18,short,tb
806,flum - section lost,flum,18,short,tb
807,lost sectioning,,18,short,
808,lost sectioning,,18,short,
809,cell body stain - section 13,AG,18,short,
810,lost sectioning,,18,short,
811,RD#HG#MR1s3#R#oxot#5774#18,oxot,18,short,tb
812,RD#HG#MR1S3#R#damp#5830#18,damp,18,short,tb
813,myelin stain - section 20,MS,18,short,
814,RD#HG#MR1s3#R#epib#5802#18,epib,18,short,tb
815,RD#HG#MR1s3#R#praz#5786#18,praz,18,short,tb
816,lost sectioning,,18,short,
817,RD#HG#MR1s3#R#uk14#5790#18,uk14,18,short,tb
818,spare; in freezer,,18,short,
819,RD#HG#MR1s3#R#dpat#5778#18,dpat,18,short,tb
820,RD#HG#MR1s3#R#sr95#5842#18,sr95,18,short,tb
821,cell body stain - section 32,AG,18,short,
822,lost sectioning,,18,short,
823,RD#HG#MR1s3#R#sch2#5798#18,sch2,18,short,tb
824,RD#HG#MR1s3#R#rx82#5794#18,rx82,18,short,tb
825,RD#HG#MR1s3#R#afdx#5834#18,afdx,18,short,tb
826,lost sectioning,,18,short,
827,lost sectioning,,18,short,
828,lost sectioning,,18,short,
829,RD#HG#MR1s3#R#dpog#5814#18,dpog,18,short,tb
830,myelin stain - section 41,MS,18,short,
831,RD#HG#MR1S3#R#dpmg#5818#18,dpmg,18,short,tb
832,spare; in freezer,,18,short,
833,RD#HG#MR1s3#R#ly34#5838#18,ly34,18,short,tb
834,RD#HG#MR1s3#R#cpog#5806#18,cpog,18,short,tb
835,RD#HG#MR1s3#R#cpmg#5810#18,cpmg,18,short,tb
836,lost sectioning,,18,short,
837,lost sectioning,,18,short,
838,lost sectioning,,18,short,
839,lost sectioning,,18,short,
840,RD#HG#MR1s3#R#keta#5782#18,keta,18,short,tb
841,spare; in freezer,,18,short,
842,damg; not digitized,,18,short,
843,RD#HG#MR1S3#R#pire#9522#18,pire,18,short,tb
844,dpdp; not digitized,,18,short,
845,spare; in freezer,,18,short,
846,spare; in freezer,,18,short,
847,spare; in freezer,,18,short,
848,spare; in freezer,,18,short,
849,spare; in freezer,,18,short,
850,spare; in freezer,,18,short,
851,spare; in freezer,,18,short,
852,lost sectioning,,18,short,
853,RD#HG#MR1s3#R#ampa#5754#19,ampa,19,short,tb
854,RD#HG#MR1s3#R#kain#5758#19,kain,19,short,tb
855,RD#HG#MR1s3#R#mk80#5762#19,mk80,19,short,tb
856,RD#HG#MR1s3#R#musc#5766#19,musc,19,short,tb
857,RD#HG#MR1s3#R#cgp5#5822#19,cgp5,19,short,tb
858,lost sectioning,,19,short,
859,flum - section lost,flum,19,short,tb
860,lost sectioning,,19,short,
861,lost sectioning,,19,short,
862,cell body stain - section 13,AG,19,short,
863,lost sectioning,,19,short,
864,RD#HG#MR1s3#R#oxot#5774#19,oxot,19,short,tb
865,RD#HG#MR1S3#R#damp#5830#19,damp,19,short,tb
866,RD#HG#MR1s3#R#epib#5802#19,epib,19,short,tb
867,myelin stain - section 20,MS,19,short,
868,lost sectioning,,19,short,
869,RD#HG#MR1s3#R#praz#5786#19,praz,19,short,tb
870,lost sectioning,,19,short,
871,lost sectioning,,19,short,
872,lost sectioning,,19,short,
873,lost sectioning,,19,short,
874,RD#HG#MR1s3#R#uk14#5790#19,uk14,19,short,tb
875,spare; in freezer,,19,short,
876,lost sectioning,,19,short,
877,lost sectioning,,19,short,
878,lost sectioning,,19,short,
879,RD#HG#MR1s3#R#dpat#5778#19,dpat,19,short,tb
880,RD#HG#MR1s3#R#sr95#5842#19,sr95,19,short,tb
881,cell body stain - section 32,AG,19,short,
882,RD#HG#MR1s3#R#sch2#5798#19,sch2,19,short,tb
883,RD#HG#MR1s3#R#rx82#5794#19,rx82,19,short,tb
884,RD#HG#MR1s3#R#afdx#5834#19,afdx,19,short,tb
885,RD#HG#MR1s3#R#dpog#5814#19,dpog,19,short,tb
886,myelin stain - section 41,MS,19,short,
887,RD#HG#MR1S3#R#dpmg#5818#19,dpmg,19,short,tb
888,spare; in freezer,,19,short,
889,lost sectioning,,19,short,
890,RD#HG#MR1s3#R#ly34#5838#19,ly34,19,short,tb
891,lost sectioning,,19,short,
892,RD#HG#MR1s3#R#cpog#5806#19,cpog,19,short,tb
893,RD#HG#MR1s3#R#cpmg#5810#19,cpmg,19,short,tb
894,lost sectioning,,19,short,
895,lost sectioning,,19,short,
896,RD#HG#MR1s3#R#keta#5782#19,keta,19,short,tb
897,lost sectioning,,19,short,
898,lost sectioning,,19,short,
899,damg; not digitized,,19,short,
900,spare; in freezer,,19,short,
901,RD#HG#MR1S3#R#pire#9522#19,pire,19,short,tb
902,dpdp; not digitized,,19,short,
903,spare; in freezer,,19,short,
904,spare; in freezer,,19,short,
905,spare; in freezer,,19,short,
906,spare; in freezer,,19,short,
907,spare; in freezer,,19,short,
908,spare; in freezer,,19,short,
909,spare; in freezer,,19,short,
910,lost sectioning,,19,short,
911,ampa (ub); not digitized,ampa,20,long,ub
912,RD#HG#MR1s3#R#ampa#5754#20,ampa,20,long,tb
913,RD#HG#MR1s3#R#kain#5758#20,kain,20,long,tb
914,kain (ub); not digitized,kain,20,long,ub
915,RD#HG#MR1s3#R#mk80#5762#20,mk80,20,long,tb
916,mk80 (ub); not digitized,mk80,20,long,ub
917,lost sectioning,,20,long,
918,lost sectioning,,20,long,
919,RD#HG#MR1s3#R#musc#5766#20,musc,20,long,tb
920,musc (ub); not digitized,musc,20,long,ub
921,RD#HG#MR1s3#R#cgp5#5822#20,cgp5,20,long,tb
922,cgp5 (ub); not digitized,cgp5,20,long,ub
923,flum - section lost,flum,20,long,tb
924,flum (ub); not digitized,flum,20,long,ub
925,cell body stain - section 13,AG,20,long,
926,lost sectioning,,20,long,
927,lost sectioning,,20,long,
928,RD#HG#MR1s3#R#oxot#5774#20,oxot,20,long,tb
929,oxot (ub); not digitized,oxot,20,long,ub
930,RD#HG#MR1S3#R#damp#5830#20,damp,20,long,tb
931,RD#HG#MR1S3#R#damp#5830#UB,damp,20,long,ub
932,myelin stain - section 20,MS,20,long,
933,lost sectioning,,20,long,
934,epib (ub); not digitized,epib,20,long,ub
935,RD#HG#MR1s3#R#epib#5802#20,epib,20,long,tb
936,RD#HG#MR1s3#R#praz#5786#20,praz,20,long,tb
937,praz (ub); not digitized,praz,20,long,ub
938,RD#HG#MR1s3#R#uk14#5790#20,uk14,20,long,tb
939,uk14 (ub); not digitized,uk14,20,long,ub
940,spare; in freezer,,20,long,
941,RD#HG#MR1s3#R#dpat#5778#20,dpat,20,long,tb
942,dpat (ub); not digitized,dpat,20,long,ub
943,RD#HG#MR1s3#R#sr95#5842#20,sr95,20,long,tb
944,RD#HG#MR1s3#R#sr95#5842#UB,sr95,20,long,ub
945,cell body stain - section 32,AG,20,long,
946,RD#HG#MR1s3#R#sch2#5798#20,sch2,20,long,tb
947,RD#HG#MR1s3#R#sch2#5798#UB,sch2,20,long,ub
948,RD#HG#MR1s3#R#rx82#5794#20,rx82,20,long,tb
949,rx82 (ub); not digitized,rx82,20,long,ub
950,afdx (ub); not digitized,afdx,20,long,ub
951,RD#HG#MR1s3#R#afdx#5834#20,afdx,20,long,tb
952,RD#HG#MR1s3#R#dpog#5814#20,dpog,20,long,tb
953,dpog (ub); not digitized,dpog,20,long,ub
954,myelin stain - section 41,MS,20,long,
955,RD#HG#MR1S3#R#dpmg#5818#20,dpmg,20,long,tb
956,RD#HG#MR1S3#R#dpmg#5818#UB,dpmg,20,long,ub
957,spare; in freezer,,20,long,
958,RD#HG#MR1s3#R#ly34#5838#20,ly34,20,long,tb
959,ly34 (ub); not digitized,ly34,20,long,ub
960,lost sectioning,,20,long,
961,RD#HG#MR1s3#R#cpog#5806#20,cpog,20,long,tb
962,lost sectioning,,20,long,
963,RD#HG#MR1s3#R#cpog#5806#UB,cpog,20,long,ub
964,RD#HG#MR1s3#R#cpmg#5810#20,cpmg,20,long,tb
965,cpmg (ub); not digitized,cpmg,20,long,ub
966,RD#HG#MR1s3#R#keta#5782#20,keta,20,long,tb
967,keta (ub); not digitized,keta,20,long,ub
968,lost sectioning,,20,long,
969,lost sectioning,,20,long,
970,lost sectioning,,20,long,
971,spare; in freezer,,20,long,
972,spare; in freezer,,20,long,
973,damg; not digitized,,20,long,
974,damg (ub); not digitized,,20,long,
975,lost sectioning,,20,long,
976,RD#HG#MR1S3#R#pire#9522#20,pire,20,long,tb
977,lost sectioning,,20,long,
978,lost sectioning,,20,long,
979,lost sectioning,,20,long,
980,lost sectioning,,20,long,
981,lost sectioning,,20,long,
982,lost sectioning,,20,long,
983,lost sectioning,,20,long,
984,lost sectioning,,20,long,
985,lost sectioning,,20,long,
986,RD#HG#MR1S3#R#pire#9522#UB,pire,20,long,ub
987,dpdp; not digitized,,20,long,
988,dpdp (ub); not digitized,,20,long,
989,spare; in freezer,,20,long,
990,spare; in freezer,,20,long,
991,spare; in freezer,,20,long,
992,spare; in freezer,,20,long,
993,spare; in freezer,,20,long,
994,spare; in freezer,,20,long,
995,spare; in freezer,,20,long,
996,spare; in freezer,,20,long,
997,spare; in freezer,,20,long,
998,spare; in freezer,,20,long,
999,spare; in freezer,,20,long,
1000,spare; in freezer,,20,long,
1001,spare; in freezer,,20,long,
1002,spare; in freezer,,20,long,
1003,RD#HG#MR1s3#R#ampa#5754#21,ampa,21,short,tb
1004,lost sectioning,,21,short,
1005,RD#HG#MR1s3#R#kain#5758#21,kain,21,short,tb
1006,RD#HG#MR1s3#R#mk80#5762#21,mk80,21,short,tb
1007,RD#HG#MR1s3#R#musc#5766#21,musc,21,short,tb
1008,RD#HG#MR1s3#R#cgp5#5822#21,cgp5,21,short,tb
1009,flum - section lost,flum,21,short,tb
1010,cell body stain - section 13,AG,21,short,
1011,lost sectioning,,21,short,
1012,lost sectioning,,21,short,
1013,lost sectioning,,21,short,
1014,RD#HG#MR1s3#R#oxot#5774#21,oxot,21,short,tb
1015,damp - section lost,damp,21,short,tb
1016,myelin stain - section 20,MS,21,short,
1017,RD#HG#MR1s3#R#epib#5802#21,epib,21,short,tb
1018,RD#HG#MR1s3#R#praz#5786#21,praz,21,short,tb
1019,RD#HG#MR1s3#R#uk14#5790#21,uk14,21,short,tb
1020,lost sectioning,,21,short,
1021,spare; in freezer,,21,short,
1022,RD#HG#MR1s3#R#dpat#5778#21,dpat,21,short,tb
1023,RD#HG#MR1S3#R#sr95#5842#21,sr95,21,short,tb
1024,lost sectioning,,21,short,
1025,lost sectioning,,21,short,
1026,cell body stain - section 32,AG,21,short,
1027,RD#HG#MR1s3#R#sch2#5798#21,sch2,21,short,tb
1028,RD#HG#MR1s3#R#rx82#5794#21,rx82,21,short,tb
1029,lost sectioning,,21,short,
1030,lost sectioning,,21,short,
1031,RD#HG#MR1s3#R#afdx#5834#21,afdx,21,short,tb
1032,lost sectioning,,21,short,
1033,RD#HG#MR1s3#R#dpog#5814#21,dpog,21,short,tb
1034,lost sectioning,,21,short,
1035,lost sectioning,,21,short,
1036,lost sectioning,,21,short,
1037,myelin stain - section 41,MS,21,short,
1038,lost sectioning,,21,short,
1039,lost sectioning,,21,short,
1040,lost sectioning,,21,short,
1041,lost sectioning,,21,short,
1042,lost sectioning,,21,short,
1043,RD#HG#MR1S3#R#dpmg#5818#21,dpmg,21,short,tb
1044,lost sectioning,,21,short,
1045,lost sectioning,,21,short,
1046,lost sectioning,,21,short,
1047,spare; in freezer,,21,short,
